0.52483,0.72144,-0.45175,10.464,-27.117,39.717
-0.22197,-0.88833,0.40198,6.5054,10.987,72.108
-0.98908,0.006559,-0.14727,20.644,-19.968,21.133
0.9398,0.29577,-0.17118,-23.339,8.4428,31.554
-0.73002,-0.67988,0.069503,13.101,4.5409,61.782
0.66153,0.61806,-0.42471,-14.827,-8.1773,73.983
0.82583,0.56327,0.026942,-16.701,-10.006,13.68
0.10078,-0.74364,-0.66095,-10.177,13.987,54.239
0.84828,0.48994,-0.20097,-16.945,-5.3056,33.091
0.43578,0.89225,-0.11829,1.8251,-17.407,46.299
0.77455,0.62342,0.10689,-10.194,-18.329,11.289
-0.17742,-0.88034,-0.43991,4.529,13.776,81.607
-0.93959,0.20229,0.27612,22.81,-26.077,41.75
0.16025,0.98052,0.11362,12.466,-36.315,16.855
-0.05751,-0.75979,0.64762,-6.6437,28.075,1.7043
0.84289,0.51789,0.146,-18.541,-1.8601,40.869
-0.70001,-0.31964,-0.63861,24.159,-9.5735,8.3708
0.45641,0.87628,0.15434,-0.41993,-27.458,10.145
0.20312,-0.92042,-0.33403,-15.26,8.8332,63.337
0.69495,-0.69455,-0.18612,-11.509,6.089,81.44
-0.95138,-0.17587,-0.25287,21.038,1.0486,9.1057
-0.95104,-0.20837,-0.22826,15.597,12.286,37.038
-0.95744,0.25884,-0.12774,19.501,-29.696,18.898
0.58172,0.72613,-0.36653,-3.7293,-15.158,40.171
-0.98723,0.13668,-0.081843,20.235,-28.178,27.117
-0.99499,-0.034817,-0.093724,16.788,14.937,27.993
-0.99023,-0.13576,0.031771,17.295,6.8581,26.234
-0.89517,-0.38494,0.22472,22.542,-8.1017,61.425
-0.16642,-0.98038,-0.10562,4.4661,27.457,12.323
0.58203,0.71246,-0.39197,2.931,-22.263,37.735
-0.97535,-0.20309,-0.08636,17.902,1.1138,37.804
-0.43547,-0.89676,-0.078695,13.703,25.444,16.719
-0.99534,-0.087941,0.039492,18.407,-1.0869,28.988
0.035765,-0.84294,-0.53682,-15.583,21.03,44.834
-0.95503,-0.29234,-0.049443,18.671,-2.9966,45.384
0.22879,-0.91258,0.3389,-2.1037,11.011,73.152
-0.94536,-0.30178,0.12338,20.848,-11.413,49.36
0.00993,0.50477,0.8632,17.094,-25.587,1.5753
0.80831,-0.57776,-0.11324,-25.236,23.552,24.4
0.48861,0.85668,0.16538,-9.0263,-12.56,47.26
0.18293,0.85255,0.48958,13.817,-33.223,8.2495
0.32471,0.92185,-0.21156,-6.2407,-14.989,68.075
-0.17327,-0.98124,-0.084591,-5.2023,29.231,11.546
-0.976,-0.042275,-0.21364,20.774,-9.5616,16.855
0.24134,-0.7709,-0.58947,-19.531,11.896,56.42
0.90807,0.39297,0.14483,-21.334,4.0721,2.3277
0.076337,-0.93106,-0.3568,-6.5675,24.493,38.581
-0.07297,0.90006,-0.42961,19.721,-19.09,61.246
0.58715,0.80172,-0.11183,-4.0129,-25.171,17.67
0.004387,0.92896,-0.37016,4.1812,-16.218,69.47
0.045712,0.98259,-0.18008,8.338,-18.263,62.584
0.682,0.70954,-0.17729,-12.37,-9.7341,38.414
0.94972,-0.28074,0.1386,-27.078,20.054,16.855
0.13127,-0.69364,-0.70826,-4.4428,19.336,50.455
-0.12992,-0.97364,-0.18744,4.182,24.548,37.666
0.42296,0.78881,-0.44596,-6.6967,-9.6695,80.901
-0.60028,-0.26308,0.75529,19.489,5.3828,0.81809
-0.77266,-0.40799,-0.48636,12.709,8.8908,79.628
0.081703,-0.99655,-0.014822,-14.628,30.463,10.313
-0.19133,-0.97378,-0.12307,8.0869,25.277,29.288
-0.66139,-0.62373,-0.41655,10.645,19.805,42.027
-0.39054,0.61333,-0.68652,12.677,-9.5482,77.772
0.78794,-0.6049,0.11514,-22.768,26.224,9.5603
0.70455,0.6981,0.12755,-17.686,-8.2463,56.148
-0.98953,-0.03944,0.13881,19.619,-10.45,39.366
0.39264,0.76142,0.51583,1.2089,-24.817,2.3611
0.93985,0.3293,0.090802,-25.114,5.7474,15.459
0.95173,0.29001,0.10048,-23.788,3.9113,52.28
0.44123,0.81717,-0.37088,-3.083,-21.19,31.017
-0.95114,-0.20994,-0.22639,19.48,-1.3189,19.901
-0.7149,0.58612,-0.3813,22.969,-13.582,67.606
-0.014967,-0.92238,-0.386,-14.626,26.431,34.496
0.73452,0.67134,-0.098967,-8.6725,-20.227,22.59
-0.98843,0.082245,-0.12746,18.115,17.83,19.126
-0.18621,-0.97781,-0.095964,-1.4976,27.73,21.634
-0.065238,-0.99498,-0.075918,-10.407,29.339,18.99
-0.15359,-0.23916,0.95875,5.953,19.737,0.26878
-0.91303,-0.2767,-0.2997,22.397,-5.8657,70.883
0.72109,0.68589,-0.097922,-18.177,-8.1808,64.395
-0.10622,-0.9789,-0.17458,-9.878,28.523,27.293
0.12109,-0.63477,0.76315,-14.994,26.991,1.3515
-0.89469,0.12163,0.4298,33.074,-13.932,3.9462
0.77855,-0.43551,0.45188,-22.323,20.305,0
0.99351,-0.11375,-0.0006,-24.902,10.985,48.173
-0.83899,0.50961,-0.19078,29.357,-21.937,7.2515
0.60673,0.71971,-0.3375,4.1321,-27.996,26.411
-0.85366,-0.47486,-0.21396,24.689,-1.3442,1.6075
-0.20974,0.95049,-0.22929,16.316,-32.451,36.25
0.83248,0.54489,-0.10041,-16.383,-9.3451,23.497
-0.96767,-0.060655,0.2448,19.392,-18.335,36.683
1,0,0,-1,0,-1
-0.99705,-0.054492,-0.054051,18.949,-9.5968,28.123
0.19854,0.98002,-0.011721,4.959,-18.244,54.466
0.29566,-0.94756,-0.12134,-18.266,28.19,25.163
0.97091,0.028733,-0.23774,-25.251,11.607,0.45013
0.95098,0.14816,0.27144,-25.79,12.307,10.355
-0.17219,-0.96918,-0.17617,-2.3529,26.759,30.222
0.95522,0.26655,0.12844,-23.86,10.593,39.811
0.47705,-0.8491,-0.22685,-12.962,7.3387,71.089
0.50457,0.79878,-0.32766,10.423,-33.932,26.011
-0.982,-0.13112,-0.13594,18.825,15.046,7.8874
0.78009,0.58372,-0.22525,-11.854,-14.612,29.331
-0.76747,-0.63457,0.091192,16.308,3.8965,71.498
-0.36235,-0.023718,0.93174,23.111,-11.447,0
-0.144,0.86018,-0.48924,13.353,-15.261,70.304
